alpha,seed,cluster_count,cluster_lifetime_mean,modularity_Q,final_variance,convergence_time
0.7000000000000001,4,9,34.75,0.032530666666666666,0.4057280763990349,139
0.7000000000000001,5,10,17.0,0.05403999999999999,0.4255827548982438,119
0.7000000000000001,6,8,31.0,0.04894399999999999,0.44782710349395666,124
0.7000000000000001,7,7,45.0,0.0011448888888888906,0.48755960963299017,90
0.7000000000000001,8,9,17.428571428571427,0.0745368888888889,0.47011781749925396,122
0.7000000000000001,9,6,26.4,0.011387555555555566,0.4146191945393663,132
0.7000000000000001,10,8,16.4,0.04296622222222223,0.43538730150808247,82
0.7000000000000001,11,10,14.2,0.019961777777777773,0.4426868922077938,71
0.8,0,7,24.0,0.02388355555555556,0.4248456359992412,120
0.8,1,9,26.0,-0.01844888888888889,0.46955701038919595,104
0.8,2,5,31.666666666666668,0.005325333333333328,0.4275217821611247,95
0.8,3,6,30.75,0.02009244444444444,0.45879148685185994,123
0.8,4,9,34.75,0.032530666666666666,0.4057280763990349,139
0.8,5,10,17.0,0.05403999999999999,0.4255827548982438,119
0.8,6,8,31.0,0.04894399999999999,0.44782710349395666,124
0.8,7,7,45.0,0.0011448888888888906,0.48755960963299017,90
0.8,8,9,17.428571428571427,0.0745368888888889,0.47011781749925396,122
0.8,9,6,26.4,0.011212444444444445,0.41462509559289634,132
0.8,10,8,16.4,0.04296622222222223,0.43538730150808247,82
0.8,11,10,14.2,0.019961777777777773,0.4426868922077938,71
0.9,0,7,24.0,0.02388355555555556,0.4248456359992412,120
0.9,1,9,26.0,-0.01844888888888889,0.46955701038919595,104
0.9,2,5,31.666666666666668,0.005325333333333328,0.4275217821611247,95
0.9,3,6,30.75,0.02009244444444444,0.45879148685185994,123
0.9,4,9,34.75,0.032530666666666666,0.4057280763990349,139
0.9,5,10,17.0,0.05403999999999999,0.4255827548982438,119
0.9,6,8,31.0,0.04894399999999999,0.44782710349395666,124
0.9,7,7,45.0,0.0011448888888888906,0.48755960963299017,90
0.9,8,9,17.428571428571427,0.0745368888888889,0.47011781749925396,122
0.9,9,6,26.4,0.011212444444444445,0.41462509559289634,132
0.9,10,8,16.4,0.04296622222222223,0.43538730150808247,82
0.9,11,10,14.2,0.019961777777777773,0.4426868922077938,71
1.0,0,7,24.0,0.02388355555555556,0.4248456359992412,120
1.0,1,9,26.0,-0.01844888888888889,0.46955701038919595,104
1.0,2,5,31.666666666666668,0.005325333333333328,0.4275217821611247,95
1.0,3,6,30.75,0.02009244444444444,0.45879148685185994,123
1.0,4,9,34.75,0.032530666666666666,0.4057280763990349,139
1.0,5,10,17.0,0.05403999999999999,0.4255827548982438,119
1.0,6,8,31.0,0.04894399999999999,0.44782710349395666,124
1.0,7,7,45.0,0.0011448888888888906,0.48755960963299017,90
1.0,8,9,17.428571428571427,0.0745368888888889,0.47011781749925396,122
1.0,9,6,26.4,0.011212444444444445,0.41462509559289634,132
1.0,10,8,16.4,0.04296622222222223,0.43538730150808247,82
1.0,11,10,14.2,0.019961777777777773,0.4426868922077938,71
1.1,0,7,24.0,0.02388355555555556,0.4248456359992412,120
1.1,1,9,26.0,-0.01844888888888889,0.46955701038919595,104
1.1,2,5,31.666666666666668,0.005325333333333328,0.4275217821611247,95
1.1,3,6,30.75,0.02009244444444444,0.45879148685185994,123
1.1,4,9,34.75,0.032530666666666666,0.4057280763990349,139
1.1,5,10,17.0,0.05403999999999999,0.4255827548982438,119
1.1,6,8,31.0,0.04894399999999999,0.44782710349395666,124
1.1,7,7,45.0,0.0011448888888888906,0.48755960963299017,90
1.1,8,9,17.428571428571427,0.0745368888888889,0.47011781749925396,122
1.1,9,6,26.4,0.011212444444444445,0.41462509559289634,132
1.1,10,8,16.4,0.04296622222222223,0.43538730150808247,82
1.1,11,10,14.2,0.019961777777777773,0.4426868922077938,71
1.2000000000000002,0,7,24.0,0.02388355555555556,0.4248456359992412,120
1.2000000000000002,1,9,26.0,-0.01844888888888889,0.46955701038919595,104
1.2000000000000002,2,5,31.666666666666668,0.005325333333333328,0.4275217821611247,95
1.2000000000000002,3,6,30.75,0.02009244444444444,0.45879148685185994,123
1.2000000000000002,4,9,34.75,0.032530666666666666,0.4057280763990349,139
1.2000000000000002,5,10,17.0,0.05403999999999999,0.4255827548982438,119
1.2000000000000002,6,8,31.0,0.04894399999999999,0.44782710349395666,124
1.2000000000000002,7,7,45.0,0.0011448888888888906,0.48755960963299017,90
1.2000000000000002,8,9,17.428571428571427,0.0745368888888889,0.47011781749925396,122
1.2000000000000002,9,6,26.4,0.011212444444444445,0.41462509559289634,132
1.2000000000000002,10,8,16.4,0.04296622222222223,0.43538730150808247,82
1.2000000000000002,11,10,14.2,0.019961777777777773,0.4426868922077938,71
1.3,0,7,24.0,0.02388355555555556,0.4248456359992412,120
1.3,1,9,26.0,-0.01844888888888889,0.46955701038919595,104
1.3,2,5,31.666666666666668,0.005325333333333328,0.4275217821611247,95
1.3,3,6,30.75,0.02009244444444444,0.45879148685185994,123
1.3,4,9,34.75,0.032530666666666666,0.4057280763990349,139
1.3,5,10,17.0,0.05403999999999999,0.4255827548982438,119
1.3,6,8,31.0,0.04894399999999999,0.44782710349395666,124
1.3,7,7,45.0,0.0011448888888888906,0.48755960963299017,90
1.3,8,9,17.428571428571427,0.0745368888888889,0.47011781749925396,122
1.3,9,6,26.4,0.011212444444444445,0.41462509559289634,132
1.3,10,8,16.4,0.04296622222222223,0.43538730150808247,82
1.3,11,10,14.2,0.019961777777777773,0.4426868922077938,71
1.4000000000000001,0,7,24.0,0.02388355555555556,0.4248456359992412,120
1.4000000000000001,1,9,26.0,-0.01844888888888889,0.46955701038919595,104
1.4000000000000001,2,5,31.666666666666668,0.005325333333333328,0.4275217821611247,95
1.4000000000000001,3,6,30.75,0.02009244444444444,0.45879148685185994,123
1.4000000000000001,4,9,34.75,0.032530666666666666,0.4057280763990349,139
1.4000000000000001,5,10,17.0,0.05403999999999999,0.4255827548982438,119
1.4000000000000001,6,8,31.0,0.04894399999999999,0.44782710349395666,124
1.4000000000000001,7,7,45.0,0.0011448888888888906,0.48755960963299017,90
1.4000000000000001,8,9,17.428571428571427,0.0745368888888889,0.47011781749925396,122
1.4000000000000001,9,6,26.4,0.011212444444444445,0.41462509559289634,132
1.4000000000000001,10,8,16.4,0.04296622222222223,0.43538730150808247,82
1.4000000000000001,11,10,14.2,0.019961777777777773,0.4426868922077938,71
1.5,0,7,24.0,0.02388355555555556,0.4248456359992412,120
1.5,1,9,26.0,-0.01844888888888889,0.46955701038919595,104
1.5,2,5,31.666666666666668,0.005325333333333328,0.4275217821611247,95
1.5,3,6,30.75,0.02009244444444444,0.45879148685185994,123
1.5,4,9,34.75,0.032530666666666666,0.4057280763990349,139
1.5,5,10,17.0,0.05403999999999999,0.4255827548982438,119
1.5,6,8,31.0,0.04894399999999999,0.44782710349395666,124
1.5,7,7,45.0,0.0011448888888888906,0.48755960963299017,90
1.5,8,9,17.428571428571427,0.0745368888888889,0.47011781749925396,122
1.5,9,6,26.4,0.011212444444444445,0.41462509559289634,132
1.5,10,8,16.4,0.04296622222222223,0.43538730150808247,82
1.5,11,10,14.2,0.019961777777777773,0.4426868922077938,71
